,Name,Strand,Start,Stop,Note,Genome,Counts
0,yaaC,-,14847,15794,Evidence 4: Homologs of previously reported genes of unknown function,bsubtilis,0
1,dck,-,22496,23149,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11078735%2C 6251049%3B Product type e: enzyme',bsubtilis,0
2,dgk,-,23146,23769,Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11078735%3B Product type e: enzyme,bsubtilis,0
3,yaaH,-,23868,25151,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11011148%2C 11737650%2C 12177332%2C 10419957%3B Product type e: enzyme',bsubtilis,0
4,yaaI,-,25221,25766,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 2521622%3B Product type pe : enzyme',bsubtilis,0
5,abrB,-,44848,45138,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 16159768%2C 16223496%2C 16702211%2C 10754235%2C 10809710%2C 11101881%2C 11101897%3B Product type r: regulator',bsubtilis,1
6,gerD,-,158515,159072,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 17122337%2C 10618233%2C 10376819%3B Product type f: factor',bsubtilis,0
7,ybaN,-,159779,160543,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 12662922%2C 15547282%3B Product type ph: phenotype',bsubtilis,0
8,ybbA,-,179595,180347,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 12354229%2C 2974033%3B Product type pe: enzyme',bsubtilis,0
9,feuC,-,180344,181354,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 15849754%2C 16850406%2C 2651410%3B Product type t : transporter',bsubtilis,0
10,feuB,-,181347,182351,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 15849754%2C 16850406%2C 2651410%3B Product type t : transporter',bsubtilis,0
11,feuA,-,182370,183323,Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 8388528%3B Product type lp: lipoprotein,bsubtilis,0
12,ybbB,-,183414,185003,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pr: regulator',bsubtilis,0
13,ybbC,-,185194,186438,Evidence 4: Homologs of previously reported genes of unknown function,bsubtilis,0
14,ybbD,-,186452,188380,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 8063094%3B Product type pe : enzyme',bsubtilis,0
15,ybbE,-,188408,189733,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 16452451%3B Product type pe : enzyme',bsubtilis,0
16,ybbF,-,189790,191157,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15849754%2C 16850406%2C 10627040%3B Product type pt: transporter',bsubtilis,0
17,ybbH,-,191183,192034,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pr: regulator',bsubtilis,0
18,murQ,-,192051,192965,catalyzes the cleavage of the lactyl ether moiety of N-acetylmuramic acid-6-phosphate (MurNAc-6-P) to form N-acetylglucosamine-6-phosphate (GlcNAc-6-P) and lactate%3B involved in MurNAc dissimilation pathway,bsubtilis,0
19,ybbJ,-,193075,193557,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pe: enzyme',bsubtilis,0
20,ybbK,-,193570,194025,Evidence 4: Homologs of previously reported genes of unknown function,bsubtilis,0
21,alkA,-,202547,203458,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 7565865%2C 8376346%3B Product type e: enzyme',bsubtilis,0
22,ybdM,-,223219,223989,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pe: enzyme',bsubtilis,0
23,ybdN,-,224075,224932,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 16794953%3B Product type h : extrachromosomal origin',bsubtilis,0
24,ybxI,-,228549,229352,Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 14742199%3B Product type e: enzyme,bsubtilis,0
25,ybyB,-,230819,231079,Evidence 4: Homologs of previously reported genes of unknown function,bsubtilis,0
26,glpQ,-,233014,233895,Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 10913081%3B Product type e: enzyme,bsubtilis,0
27,glpT,-,233994,235328,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11929549%2C 15849754%2C 16850406%2C 8012593%3B Product type t: transporter',bsubtilis,0
28,ybfE,-,238164,238448,Evidence 5: No homology to any previously reported sequences,bsubtilis,0
29,ybfF,-,238644,239555,Evidence 4: Homologs of previously reported genes of unknown function,bsubtilis,0
30,ybfG,-,239644,241842,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pf: factor',bsubtilis,1
31,ybfH,-,241917,242837,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15849754%2C 16850406%3B Product type pt: transporter',bsubtilis,0
32,ybfI,-,242834,243661,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pr: regulator',bsubtilis,0
33,gltP,-,253518,254762,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 15849754%2C 16850406%2C 7751298%3B Product type t: transporter',bsubtilis,0
34,nagP,-,254907,256802,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 10627040%2C 15849754%2C 16850406%3B Product type t : transporter',bsubtilis,0
35,nagBB,-,256823,257572,Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B Product type e: enzyme,bsubtilis,0
36,ybgF,-,260123,261535,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15849754%2C 16850406%2C 7704263%3B Product type pt: transporter',bsubtilis,0
37,mmuM,-,261656,262603,converts homocysteine and S-adenosyl-methionine to methionine and S-adenosyl-homocysteine or S-methyl-methionine and homocysteine to two methionines,bsubtilis,0
38,glnT,-,262732,264168,'Evidence 2b: Function of strongly homologous gene%3B PubMedId: 15849754%2C 15995196%2C 16850406%3B Product type t: transporter',bsubtilis,0
39,ybgJ,-,264191,265174,catalyzes the formation of glutamate from glutamine,bsubtilis,0
40,ycbP,-,281769,282155,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15849754%2C 16850406%3B Product type pm: membrane component',bsubtilis,0
41,pcp,-,286773,287420,catalyzes the removal of 5-oxoproline from various penultimate amino acid residues except L-proline,bsubtilis,0
